name,address,latitude,longitude,category,zone
Gamshab Computer Training Center,"Labi Busstop kumbotso, Kano",6.556852,3.3489347,"cafe, point_of_interest, food, establishment",D
Naya Caffee,"Airport Rd, Lagos",6.552408,3.3286926,"cafe, point_of_interest, food, establishment",A
Sugar Caffe Smoothie and Fruit bar,"home affairs, 22 Diya St, Lagos",6.553105,3.391356,"cafe, point_of_interest, food, establishment",D
Olorunfumi,"HC32+58X, Lagos",6.552978,3.4008725,"cafe, point_of_interest, food, establishment",D
mummy joy onyinye shop and confectionary,"8 Oyegunle St, Lagos",6.553684,3.4003839,"cafe, point_of_interest, food, establishment",D
Cafedaybreak,"44 Oworo Rd, Oworonshoki",6.550111,3.4000537,"cafe, point_of_interest, food, establishment",D
Hope Catering Service,"10 / 12 Ogunlana Ext, Lagos",6.503413,3.3274987,"cafe, point_of_interest, food, establishment",B
WAFFLE MONSTER CAFÈ,"37a Ogudu Rd, Lagos",6.580567,3.3855541,"cafe, point_of_interest, food, establishment",A
Hot Crust Cafe,"Alpha Mall, 117 Ogudu Rd, Lagos",6.576928,3.3894864,"cafe, point_of_interest, food, establishment",A
Cocoa Fusion,"19 Joel Ogunnaike St, Ikeja",6.586046,3.3545813,"cafe, point_of_interest, food, establishment",A
Hatlab Premium Gelato,"Jara Shopping Mall, Simbiat Abiola Way, Ikeja",6.592422,3.3388181,"cafe, point_of_interest, food, establishment",A
BelloBlizz,"Olowu St, Ikeja",6.597134,3.3451173,"cafe, point_of_interest, food, establishment",A
Tea Spot Gents,"8 Alfa Nla Rd, Lagos",6.618562,3.3205882,"cafe, point_of_interest, food, establishment",A
Shabah foods,"1 moses iguodala close, magodo road, off cmd. State:, Lagos",6.610009,3.3726951,"cafe, point_of_interest, food, establishment",A
Olayinka Cafe,"PLEASURE B/STOP, 23 Tutuola St, Lagos",6.62915,3.2964641,"cafe, point_of_interest, food, establishment",A
Brilliance Cyber Cafe,"5 Elegbede St, Lagos",6.627239,3.3121794,"cafe, point_of_interest, food, establishment",A
Calip Services,"16 Akinremi St, Lagos",6.622436,3.3093516,"cafe, point_of_interest, food, establishment",A
Wa'Wa Jr,"J8FM+3H4, Lagos",6.622574,3.3339737,"cafe, point_of_interest, food, establishment",A
Sasha’s Café,"Grotto 3, LSDPC Medium Estate, S4TC Sports Complex, Phase 4 Oba Ogunji Rd, Ifako/Ijaye",6.627288,3.3339175,"cafe, point_of_interest, food, establishment",A
Gudnex Beauty Paradise,"J8GP+G9W, Ijaiye Rd, Lagos",6.626374,3.335966,"cafe, point_of_interest, food, establishment",A
Cafe By DeLavada,"Fatai Oduniyi Street, off C M D Rd, Lagos",6.626618,3.36659,"cafe, point_of_interest, food, establishment",A
Xcodev,"J9CC+MJM, Alh. Basheer Shittu Ave, Lagos",6.621712,3.3715539,"cafe, point_of_interest, food, establishment",A
Art and craft,"Local Government Area, 19 Tunde Davies St, Lagos",6.639649,3.31434,"cafe, point_of_interest, food, establishment",A
Faleti House,"8 Ola-Oluwa St, Lagos",6.640761,3.309877,"cafe, point_of_interest, food, establishment",A
Golden Son Cafe,"11 adikatu street, Oko-Oba Rd, Lagos",6.64228,3.3119274,"cafe, point_of_interest, food, establishment",A
12ten Treats,"45 Oladoyinbo St, Ikeja",6.639056,3.3476879,"cafe, point_of_interest, food, establishment",A
Kingsley online business shop,"local government, 1 Lawson Street Ojodu, Lagos",6.646811,3.3496395,"cafe, point_of_interest, food, establishment",A
Newdawn Cyber Caf,"10, Adepegba Street, off Abeokuta Express Way, Abule Egba B/Stop, Abule-Egba, Lagos, Abule-Egba, 10 Adepegba St, Lagos",6.652013,3.3034233,"cafe, point_of_interest, food, establishment",A
AU GLOBAL TECH KANO,"Agege oko_oba, Agege",6.638662,3.3127481,"cafe, point_of_interest, food, establishment",A
Little Paris Lagos,"41 Bishop Oluwole St, off Akin Adesola Street, Lagos",6.424128,3.4200935,"cafe, point_of_interest, food, establishment",E
Posh Caf,"3rd Floor, V.I, Mega Plaza, 14 Idowu Martins St, Lagos",6.43098,3.4266,"cafe, point_of_interest, food, establishment",E
The Meat Up Cafe,"Raybok Mall, 5 Prince Adelowo Adedeji St, Lagos",6.442698,3.4554811,"cafe, point_of_interest, food, establishment",E
Bubu's Cafe,"10 Wole Olateju Cres, Lagos",6.445633,3.4544404,"cafe, point_of_interest, food, establishment",E
Choice Link Cafe,"81 Forsythe St, Lagos",6.45048,3.4063876,"cafe, point_of_interest, food, establishment",E
chocolatebox,"8 Murtala Muhammed Dr, Lagos",6.450649,3.424008,"cafe, point_of_interest, food, establishment",E
Café Bonjour,"G86W+MQQ Total Filling Station, Lawanson Rd, Lagos",6.511716,3.3469735,"cafe, point_of_interest, food, store, establishment",B
Foodcity,"43 Lawanson Rd, Lagos",6.511559,3.3443242,"cafe, point_of_interest, food, store, establishment",B
Café One UNILAG,"Bookshop building, University of Lagos Main Campus, Akoka, road, LGA, Lagos",6.518697,3.3975146,"cafe, point_of_interest, food, store, establishment",D
Londoner,"4 Oludegun Ave, Lagos",6.554148,3.3283939,"cafe, point_of_interest, food, store, establishment",A
"JR Coffee Shop, IIupeju. Lagos","22/24 IIupeju Industrial Avenue, Mainland, Lagos",6.550912,3.3551669,"cafe, point_of_interest, food, store, establishment",D
Mama K Canteen,"25 Olufunmilayo St, Lagos",6.529175,3.3485723,"cafe, point_of_interest, food, store, establishment",B
Café One Ogudu,"123 Ogudu Rd, Lagos",6.576743,3.3897955,"cafe, point_of_interest, food, store, establishment",A
Uncle Jay's Breakfast,"Ikeja Bus Terminal, Simbiat Abiola Way, Lagos",6.591593,3.3393637,"cafe, point_of_interest, food, store, establishment",A
Cafecito Ikeja,"11 Joel Ogunnaike Street. GRA, Ikeja, Lagos",6.586321,3.3556009,"cafe, point_of_interest, food, store, establishment",A
Blissful Brews Cafe,"45 Sunrise Avenue, Lagos",6.593671,3.3528474,"cafe, point_of_interest, food, store, establishment",A
MAGODO BISTRO CAFÉ,"1 Magodo Rd, Lagos",6.636526,3.3825119,"cafe, point_of_interest, food, store, establishment",A
Abass hamzat,"2 Olayiwola St, Lagos",6.65463,3.3107784,"cafe, point_of_interest, food, store, establishment",A
Boutique Cafe,"64 Adeola Odeku St, Lagos",6.428583,3.4230814,"cafe, point_of_interest, food, store, establishment",E
Kazacafe,"29 Karimu Kotun St, Lagos",6.430511,3.4254348,"cafe, point_of_interest, food, store, establishment",E
Vestar Coffee,"Plot 1611 Adeola Hopewell St, Lagos",6.434708,3.4296249,"cafe, point_of_interest, food, store, establishment",E
Café,"Four Points Lagos Oniru Chieftaincy Estate, Lagos",6.433654,3.443321,"cafe, point_of_interest, food, store, establishment",E
The Sandwich Station,"Muri Okunola St, Lagos",6.432654,3.4389715,"cafe, point_of_interest, food, store, establishment",E
Vestar Coffee,"270 Ozumba Mbadiwe Ave, Lagos",6.437267,3.4211344,"cafe, point_of_interest, food, store, establishment",E
Ola Oluwa Food Canteen,"Off Osolo Way, 4 Shongobiyi St, Lagos",6.530743,3.3281853,"cafe, restaurant, food, point_of_interest, establishment",B
Vogue Cafe,"G8XP+3F5, Apapa-Oshodi Express Way, Lagos",6.547623,3.3362328,"cafe, restaurant, food, point_of_interest, establishment",D
Euphoria Ng,"350-360 Ikorodu Rd, Lagos",6.56743,3.3672807,"cafe, restaurant, food, point_of_interest, establishment",A
Glover Court Suya Grills,"6 Araba Layout, Lagos",6.586394,3.3967962,"cafe, restaurant, food, point_of_interest, establishment",A
Nellie's Healthy Eats,"1 Adeboye Solanke Ave, Ikeja",6.602774,3.3518289,"cafe, restaurant, food, point_of_interest, establishment",A
The Freshly Ground Coffee Co.,"17b Awolowo Rd, Lagos",6.443486,3.4114244,"cafe, restaurant, food, point_of_interest, establishment",E
Crust Cafe,"5 Fola Osibo Rd, Lekki",6.442841,3.4651044,"cafe, restaurant, food, point_of_interest, establishment",E
Angelos On the Go Centre,"17 Odunlami St, Lagos",6.451916,3.3908992,"cafe, restaurant, food, point_of_interest, establishment",E
Angelos Cafe,"Renees Mall Compound, Angelos Cafe , Cinnamon Pine Mall 15 Victoria Arobieke Street Lekki Phase One Within, Lagos",6.446766,3.4722621,"cafe, restaurant, food, point_of_interest, establishment",E
Cafe de Elyon travels,"Silverado Mall, 23b Admiralty Wy, Lagos",6.448105,3.4736097,"cafe, restaurant, food, point_of_interest, store, establishment",E
Supremepot Cafetaria,"Off Allen Avenue, 43 Ogundana St, Ikeja",6.603119,3.3561703,"cafe, restaurant, point_of_interest, food, establishment",A
Michelle's Cafe,"CCJG+HGF Fourteen36 Mall, Sanusi Fafunwa St, Lagos",6.431425,3.4263071,"cafe, restaurant, point_of_interest, food, establishment",E
Flowershop Cafe,"274 Akin Adesola St, Lagos",6.431041,3.4236818,"cafe, restaurant, point_of_interest, food, establishment",E
TOP BEANS. Coffee & more,"1436 Sanusi Fafunwa St, Lagos",6.431271,3.4265114,"cafe, restaurant, point_of_interest, food, store, establishment",E
Cafe One Lekki,"21 Admiralty Wy, Lagos",6.446792,3.4607512,"cafe, store, finance, food, point_of_interest, establishment",E
Cafe One Yaba,"Commercial Ave, Lagos",6.506386,3.3745428,"cafe, store, food, point_of_interest, establishment",D
Cafe Venezia,"G9F9+JJR, Shiro St, Lagos",6.524129,3.3690049,"cafe, store, food, point_of_interest, establishment",D
Last crumb,"1 Chivita Ave, Lagos",6.544685,3.3219738,"cafe, store, food, point_of_interest, establishment",B
Gelato & Coffee University,"3 Adebayo Mokuolu St, Lagos",6.557545,3.3706136,"cafe, store, food, point_of_interest, establishment",D
EDEN SMOOTHIE CAFE,"ORI OKE#OGUDU, 1 Omotayo Banwo St, Lagos",6.576955,3.4010766,"cafe, store, food, point_of_interest, establishment",A
The Coffee Society NG,"19b Amore Street, off Toyin Street, Lagos",6.598925,3.3496388,"cafe, store, food, point_of_interest, establishment",A
Fruitylife,"23 Okeho St, Lagos",6.61091,3.3091891,"cafe, store, food, point_of_interest, establishment",A
Café One Ikeja,"Ikeja Town Square, Obafemi Awolowo Wy, Ikeja",6.611666,3.3533708,"cafe, store, food, point_of_interest, establishment",A
Squid CyberLink Services/Cyber-Cafe/Business Centre/Internet Cafe/Print Shop/Printing Shop,"22 Surulere Rd, Agege",6.612988,3.3153606,"cafe, store, food, point_of_interest, establishment",A
Agos café,"54B, Adeniyi Jones Avenue Ikeja, Lagos",6.612582,3.3460151,"cafe, store, food, point_of_interest, establishment",A
Mama Tolu Canteen,"14 Olowo-Okere St, Lagos",6.631186,3.3094394,"cafe, store, food, point_of_interest, establishment",A
Lotus Cafe Nigeria,"Plot ,9 Lateef Jakande Rd, Ikeja",6.633374,3.3535089,"cafe, store, food, point_of_interest, establishment",A
Pie Xpress,"1, Isheri Road/Awoshika Bus Stop, Isheri, Lagos, Lagos, Lagos",6.639337,3.3782451,"cafe, store, food, point_of_interest, establishment",A
Toast By Eko Hotels,": Eko Hotel And Suites, Adetokunbo Ademola Street, Victoria Island",6.426437,3.4300666,"cafe, store, food, point_of_interest, establishment",E
Pick up Cafe,"5 Water Corporation Dr, Lagos",6.423062,3.4478625,"cafe, store, food, point_of_interest, establishment",E
Café One VI,"300 Adeola Odeku St, Lagos",6.430177,3.4196096,"cafe, store, food, point_of_interest, establishment",E
The Sandwich Station (TSS) coffee shop,"Mega plaza, Idowu Martins St, Lagos",6.433302,3.4205211,"cafe, store, food, point_of_interest, establishment",E
PAUSE | Café & Espresso Bar,"1 Bisway St, Lekki",6.436301,3.4510382,"cafe, store, food, point_of_interest, establishment",E
Happy Coffee Experience Center - Victoria Island,"Kreme Skine Studio, 285b Ajose Adeogun St, Lagos",6.431086,3.436335,"cafe, store, food, point_of_interest, establishment",E
The French Tips Cafe,"9 Bishop Aboyade Cole St, Lagos",6.434798,3.4321284,"cafe, store, food, point_of_interest, establishment",E
"Karma cafe, oniru","Oniru Road, 117 T. F. Kuboye Rd, Lagos",6.428803,3.4589282,"cafe, store, food, point_of_interest, establishment",E
YY BUBBLE TEA,"2, Lagos Oriental Hotel building, 3 Lekki - Epe Expy, Lagos",6.435863,3.4440023,"cafe, store, food, point_of_interest, establishment",E
Viva Tea and Coffee,"3 Lekki - Epe Expy, Lagos",6.435798,3.4446363,"cafe, store, food, point_of_interest, establishment",E
Noire and Blanche Coffee Cafe,"4 Hunponu-Wusu Rd, Lekki",6.43617,3.469362,"cafe, store, food, point_of_interest, establishment",E
Café bonjour,"46 Awolowo Rd, Lagos",6.442081,3.415471,"cafe, store, food, point_of_interest, establishment",E
Micos Café,"CCR8+X2Q, Keffi St, Lagos",6.442427,3.4151077,"cafe, store, food, point_of_interest, establishment",E
JR Coffee Shop,"Union Bank Headquarters Building, 36 Marina Rd, Lagos",6.451347,3.3875238,"cafe, store, food, point_of_interest, establishment",E
Cafe Neo,"57 Marina Rd, Lagos",6.455584,3.3831686,"cafe, store, food, point_of_interest, establishment",E
Dream coffee,"14 Wole Olateju Cres, Lagos",6.445932,3.4539542,"cafe, store, food, point_of_interest, establishment",E
Organo Gold,"Aquatic Hotels, Allen, Toyin St, Ikeja",6.595369,3.3532347,"cafe, store, health, food, point_of_interest, establishment",A
Choco Latte Coffee Bar,"38, Inside Raddison Blu, 40 Isaac John St, Lagos",6.581973,3.3588938,"cafe, store, restaurant, food, point_of_interest, establishment",A
Vestar Coffee,"40 Alexander Ave, Nakenohs Boulevard, Lagos",6.445777,3.4494796,"cafe, store, restaurant, food, point_of_interest, establishment",E
Ghatview Hotel,"18 Old Yaba Rd, Lagos",6.492125,3.3814303,"lodging, bakery, store, food, point_of_interest, establishment",B
Harzoyka Hotels And Restaurant,"71b Oduduwa Cres, Ikeja",6.573565,3.3480016,"lodging, bar, restaurant, food, point_of_interest, establishment",A
BINL HOTEL,"20 Bassie Ogamba St, Lagos",6.494702,3.358933,"lodging, bar, restaurant, food, point_of_interest, establishment",B
Panda Event Center and Hotel,"112 Commercial Ave, Lagos",6.504128,3.3840403,"lodging, bar, restaurant, food, point_of_interest, establishment",D
Hotel Tropicana,"40 Ajose St, Lagos",6.573337,3.3719769,"lodging, bar, restaurant, food, point_of_interest, establishment",A
The Providence Hotel,"12A Oba Akinjobi Way, Lagos",6.579661,3.3491528,"lodging, bar, restaurant, food, point_of_interest, establishment",A
Oragon hotel and suites,"9 Oluwasijibomi Street, Off Yaya Abatan Rd, Ikeja",6.637349,3.3416925,"lodging, bar, restaurant, food, point_of_interest, establishment",A
Hotel Beatrix,"27 Ijaoye Street, Jibowu, Lagos",6.521054,3.3688197,"lodging, bar, restaurant, point_of_interest, food, establishment",D
Watercress Hotels & Events,"48 Oritshe Street, Off Balogun St, Ikeja",6.604233,3.3474823,"lodging, bar, restaurant, point_of_interest, food, establishment",A
Our Home Suite,"To Nikky Africana Plaza, 70E Allen Ave, opp. UBA, Ikeja",6.603698,3.3517135,"lodging, bar, restaurant, point_of_interest, food, establishment",A
Hotel 1960 Eagles Park,"7 Obokun Cl, Obafemi Awolowo Wy, off Dipeolu Street, Ikeja",6.604749,3.3482342,"lodging, bar, restaurant, point_of_interest, food, establishment",A
Sands Hotel Nigeria Limited,"J8RF+VXG, Lagos",6.642214,3.3249244,"lodging, bar, restaurant, point_of_interest, food, establishment",A
MITOS LUXURY SUITES (SOMOSU),"14 Somosu St, Lagos",6.494265,3.3441062,"lodging, clothing_store, point_of_interest, store, establishment",B
Sky Rock Hotels LTD,"24 Ogunsiji Cl, Ikeja",6.604239,3.3522567,"lodging, night_club, bar, point_of_interest, establishment",A
Valley Front View Hotel,"5 Abiodun Cl, off Alabi Street, off Toyin Street, Ikeja",6.593856,3.3515935,"lodging, night_club, bar, restaurant, point_of_interest, food, establishment",A
Kashvalley Hotel & Suites,"27 Olusegun Oyeniji St, Lagos",6.652099,3.2985708,"lodging, night_club, restaurant, point_of_interest, food, establishment",A
Weltons Apartments,"6 olaiya street Alausa ikeja, Lagos",6.611166,3.3575176,"lodging, park, point_of_interest, establishment",A
Paragon Hotel,"24/26 Sanya St, Lagos",6.484952,3.3304609,"lodging, point_of_interest, establishment",B
Allure Suites Limited,"5 Census Close, Off Babs Animashaun Street, Lagos",6.489367,3.3495086,"lodging, point_of_interest, establishment",B
Gilford View Hotel,"98 Adetola St, Lagos",6.48848,3.3361946,"lodging, point_of_interest, establishment",B
Pulville Boulevard Hotel,"7 Irone Ave, Lagos",6.490367,3.3357928,"lodging, point_of_interest, establishment",B
MITOS LUXURY SUITES (BODE THOMAS),"28 Johnson St, Lagos",6.486582,3.3492389,"lodging, point_of_interest, establishment",B
"City Center Int'l Hotel, Ijeshatedo","20A Adeshina St, Lagos",6.493318,3.3244325,"lodging, point_of_interest, establishment",B
Suru Express Hotel Surulere,"104 Alh. Murtala Animasahun Cl, off Adelabu Street, Lagos",6.494894,3.3515644,"lodging, point_of_interest, establishment",B
City Point Hotel,"Round About Street, Lagos",6.466684,3.3537125,"lodging, point_of_interest, establishment",B
Beni Hotel Surulere,"Doyin Bus Stop, 27 Jimoh Odutola St, Lagos",6.480567,3.3534703,"lodging, point_of_interest, establishment",B
Selino Suites Limited,"50 Babs Animashaun Ext, Lagos",6.493065,3.3488611,"lodging, point_of_interest, establishment",B
Adunola Villa Serviced Apartment,"17 Sabiu Ajose St, Akerele",6.490007,3.3583544,"lodging, point_of_interest, establishment",B
Stadium Hotel,"F8VR+CW8, Lagos",6.493336,3.3422157,"lodging, point_of_interest, establishment",B
"De Rigg Place, Alaka Estate.","Estate, National Stadium side, 6 Rafiu Shittu St, Lagos",6.490785,3.3637468,"lodging, point_of_interest, establishment",B
Wood Peckers Hotel,"32 Bassie Ogamba St, off Adeniran Ogunsanya, Lagos",6.49471,3.3595889,"lodging, point_of_interest, establishment",B
H23 Casaminos,"23 Eric Manuel Crescent, Off Bode Thomas St, Lagos",6.491289,3.360206,"lodging, point_of_interest, establishment",B
XGarden Hotel and Suites,"14 Ijero Rd, Lagos",6.482568,3.3712961,"lodging, point_of_interest, establishment",B
COOLIO HOTEL & SUITES,"270 Borno Way, Lagos",6.494588,3.3788215,"lodging, point_of_interest, establishment",B
Sharrylesh Hotel,"F9MF+4XV, Vaughan St, Lagos",6.482848,3.3749269,"lodging, point_of_interest, establishment",B
Silverline Hotel,"41 Bola Street, Off Kano St, Lagos",6.484733,3.3871203,"lodging, point_of_interest, establishment",B
Corner Hotel Limited,"F9MP+332, Freeman St, Lagos",6.48263,3.3851497,"lodging, point_of_interest, establishment",B
LimeRidge Hotels,"Block 12, 2A Udi St, Lagos",6.465331,3.4213923,"lodging, point_of_interest, establishment",E
Springpark Yaad Hotel and Tours,"8B Ondo St, Lagos",6.463599,3.4276173,"lodging, point_of_interest, establishment",E
Aries Suites,"Osborne Foreshore Estate, 12 Ogun St, Lagos",6.465804,3.4275103,"lodging, point_of_interest, establishment",E
Somerset Court,"Osborne Foreshore Estate, No 14 udi street, Osborne Rd, Lagos",6.465603,3.4225309,"lodging, point_of_interest, establishment",E
Kelin Hotel & Suites,"2 Bola Shadipe St, Lagos",6.500259,3.3496689,"lodging, point_of_interest, establishment",B
Perch Hotel And Suites,"27/29 Ikale St, Lagos",6.499639,3.3298394,"lodging, point_of_interest, establishment",B
Kilo Royal Hotel,"16 Adeniyi Adefioye Street, Lagos",6.501974,3.3468638,"lodging, point_of_interest, establishment",B
Lakeem Suites,"3 Agbonyin Ave, Lagos",6.498233,3.349305,"lodging, point_of_interest, establishment",B
BVK HOTELS,"off Okanlowon, 2 Okanlawon Ajayi St, Olusesan Adetula St, Surulere",6.501425,3.3481294,"lodging, point_of_interest, establishment",B
Ontario suites,"2 Agunlejika St, Lagos",6.499002,3.3263492,"lodging, point_of_interest, establishment",B
The Hotel Macs,"21, Kusimo street, Aguda Coker, Lagos",6.495619,3.3439475,"lodging, point_of_interest, establishment",B
Taishi Hotel,"1, Mba street off Tafawabalewa Crescent, off Adeniran Ogunsanya St, Lagos",6.496941,3.3564774,"lodging, point_of_interest, establishment",B
House 46 Suites,"46 Tafawa Balewa Cres, Lagos",6.496895,3.3552818,"lodging, point_of_interest, establishment",B
Surulere Guest house,Lagos,6.497988,3.3439291,"lodging, point_of_interest, establishment",B
Kelin Court,"13 Ogun Street, Off Mercy Elene Street",6.499306,3.3536519,"lodging, point_of_interest, establishment",B
Duchess Suites and Apartments,"5 Afinni St, Lagos",6.49905,3.3512708,"lodging, point_of_interest, establishment",B
Rita Lori Hotels Ltd,"1 Taoridi St, Lagos",6.490232,3.3476859,"lodging, point_of_interest, establishment",B
Rush hotel & apartments,"24 Oyekan St, Lagos",6.501564,3.352149,"lodging, point_of_interest, establishment",B
38 Hotels & Suites,"No 18 Calabar Street off Adisa Bashua, off Adelabu St, Lagos",6.497458,3.3516518,"lodging, point_of_interest, establishment",B
Hotel di eligante,"14 Adelabu St, Lagos",6.500581,3.3501917,"lodging, point_of_interest, establishment",B
Somerset Suites,"47 Ayinde Giwa Street, by James Robertson Rd, Lagos",6.501002,3.3536086,"lodging, point_of_interest, establishment",B
17 HOTEL & SUITES,"17 Ibezim Obiajulu Street, off Adelabu Masha Surulere, Lagos",6.500126,3.3520036,"lodging, point_of_interest, establishment",B
Adig Suites,"24 Adelabu St, Lagos",6.499753,3.3499386,"lodging, point_of_interest, establishment",B
Dcove Suites,"17, Ibezim Obiajulu Street, Off Adelabu, Lagos",6.49888,3.3513714,"lodging, point_of_interest, establishment",B
Beverly Suites,"Plot 14, Adelabu Street, Ojuelegba",6.501641,3.3516338,"lodging, point_of_interest, establishment",B
Alfredo Suites,"98 Adetola St, Lagos",6.488495,3.3362936,"lodging, point_of_interest, establishment",B
DE LEVERAGE HOTEL & SUITES,"10 Akpoguma St, Lagos",6.500926,3.3447545,"lodging, point_of_interest, establishment",B
Happy Day Hotel,"87Iganmu Road, Lagos",6.477175,3.3465718,"lodging, point_of_interest, establishment",B
Apartment 15 Hotel,"No 15 Idita Street, Akerele",6.490238,3.3502124,"lodging, point_of_interest, establishment",B
Allure Suites Annex,"10, Awoyemi Close, Akerele",6.503208,3.3528675,"lodging, point_of_interest, establishment",B
Cee's Place Hotel,"43 Thomas Animashaun Street, Lagos",6.486397,3.3373521,"lodging, point_of_interest, establishment",B
De Clove Residence,"21, Imam Dauda St, Off Eric Moore Rd, Lagos",6.484185,3.3521462,"lodging, point_of_interest, establishment",B
LA POSH HOTEL & LOUNGE COKER,"19 Alhaji Opere St, off Wema bank busstop, Lagos",6.474448,3.3349368,"lodging, point_of_interest, establishment",B
Adig Suites,"40 Adetola St, Ikeja",6.491659,3.337975,"lodging, point_of_interest, establishment",B
Aquatic Suites & Lounge,"Osca Abu Cr / Yomi Oshikoya Cl, Lagos",6.485007,3.3480325,"lodging, point_of_interest, establishment",B
KSF Place Mba,"10 Mba St, Lagos",6.49673,3.3562405,"lodging, point_of_interest, establishment",B
Easy Homes Hotels,"33 Eric Moore Close, off Eric Moore Rd, Lagos",6.48436,3.3540959,"lodging, point_of_interest, establishment",B
Harmony Hotel,"F8HV+8G3 opposite Orile Bus Stop, Lagos",6.478253,3.3437921,"lodging, point_of_interest, establishment",B
Garden Rose Hotel,"29, Adebola Oyah Street, Coker Aguda",6.488748,3.3395642,"lodging, point_of_interest, establishment",B
Jack Andella Hotel,"175 Ijesha Rd, Lagos",6.500952,3.329465,"lodging, point_of_interest, establishment",B
House 2 Gabaloy,"Casette Bus stop, 2 Ayo Elegbede St, Lagos",6.495089,3.3412025,"lodging, point_of_interest, establishment",B
Gachiba Suites,"11 Ayo Elegbede St, Lagos",6.494739,3.3405014,"lodging, point_of_interest, establishment",B
Triple Tee Luxury Hotel,"19 Adebola St, Lagos",6.497882,3.3595815,"lodging, point_of_interest, establishment",B
Victoria Suites Hotel,"8 Razak Balogun Street, off Adebola St, off Adeniran Ogunsanya, Lagos",6.497267,3.3608749,"lodging, point_of_interest, establishment",B
KSF Place Oyster,"103 Owukori Crescent Alaka Estate, off Western Avenue Road, Lagos",6.492059,3.3652979,"lodging, point_of_interest, establishment",B
Greens Manor,"10 Lucina Joseph St, Lagos",6.496553,3.3596656,"lodging, point_of_interest, establishment",B
A-One Class Hotels,"Estate, 83 Owukori Cres, Akerele",6.491983,3.3648975,"lodging, point_of_interest, establishment",B
Kate's Guest House & Kicthen,"22 Yesufu Sanusi St, Lagos",6.496801,3.3590673,"lodging, point_of_interest, establishment",B
No 9 Suite Royal Hotel,"9 Bassie Ogamba St, Lagos",6.494815,3.3583316,"lodging, point_of_interest, establishment",B
Imperial Suites Hotel,"F9RC+GW9, meta, Lagos",6.491291,3.3723706,"lodging, point_of_interest, establishment",B
Esporta Suites Yaba,"29 Adebisi Street Adekunle Bustop behind Panti Police station, Yaba, Lagos",6.496911,3.3826596,"lodging, point_of_interest, establishment",D
Jonesville Hotel,"234 Murtala Muhammed Way, Lagos",6.495795,3.3775533,"lodging, point_of_interest, establishment",B
Go2Hotel45,"15 Tokunbo St, Lagos",6.501067,3.3823534,"lodging, point_of_interest, establishment",D
Niger Hotel,"G93R+443, Lagos",6.502766,3.390295,"lodging, point_of_interest, establishment",D
Elomaz Hotel,"F9FJ+QGM, Lagos",6.474467,3.3813117,"lodging, point_of_interest, establishment",B
Lokia Hotel & Suites,"KM 52, Aiyeteju Baba Adisa Bus stop, Ibeju-Lekki, Ibeju Lekki",6.488983,3.3857509,"lodging, point_of_interest, establishment",B
Serena Hotel & Suites,"48, Asoge Street, Off Cele Bus Stop, By Okota/Itire Link Bridge, Ijesha Rd, Lagos",6.504538,3.3258662,"lodging, point_of_interest, establishment",B
Ten15 Hotel & Suites,"32 Ramoni St, Lagos",6.50911,3.3393279,"lodging, point_of_interest, establishment",B
Avital Suites And Resort,"15 Shonibare St, Lagos",6.511141,3.3496167,"lodging, point_of_interest, establishment",B
Millicent Hotel And Suites,"45B Ijesha Rd, Lagos",6.508123,3.3359173,"lodging, point_of_interest, establishment",B
Dohela Hotel & Suites,"Kilo Bus Stop, 6 Ijero St, Lagos",6.505249,3.3435159,"lodging, point_of_interest, establishment",B
Franjane Royal Suites,"20 Hamidu Williams Street, Off Canal Estate Road, Lagos",6.508459,3.3198289,"lodging, point_of_interest, establishment",B
Harvester's Suite,"G83W+PCH, Aderibigbe St, Lagos",6.5043,3.3460852,"lodging, point_of_interest, establishment",B
Platinum Inn Hotel,"27 Ekololu St, Lagos",6.510351,3.3551105,"lodging, point_of_interest, establishment",B
A- Quality Lodging and Suites,"10 Babatunde Street, off Ogunlana Dr, Lagos",6.511408,3.3513688,"lodging, point_of_interest, establishment",B
Triple Tee Hotel,"10, Abiona Close, Off Falolu Rd, Lagos",6.507871,3.3534697,"lodging, point_of_interest, establishment",B
Harvester's Suite,"97Olatilewa Street, Lagos",6.508603,3.3478074,"lodging, point_of_interest, establishment",B
Twin Tower Hotel & Suites,"21 Adegoke Street, Coker Aguda",6.504465,3.350277,"lodging, point_of_interest, establishment",B
OSEJAMEN HOTEL AND SUITES,"30 Oremerin St, Lagos",6.507373,3.3296058,"lodging, point_of_interest, establishment",B
Eleven11,"6 Olufemi Rd, Lagos",6.506156,3.3515157,"lodging, point_of_interest, establishment",B
Peoples Executive Hotel,"55 Oduselu St, Lagos",6.508145,3.3290261,"lodging, point_of_interest, establishment",B
Maple Inn Lagos,"21 Memudu Aremu St, Lagos",6.50713,3.3455302,"lodging, point_of_interest, establishment",B
Osajamen Hotel,"G85J+2GX, Semi Sarum St, Mushin",6.50765,3.3313819,"lodging, point_of_interest, establishment",B
Mainland Leisure View Hotel,"2, Ayilara Str, Off Clegg St, Lagos",6.5075,3.3608,"lodging, point_of_interest, establishment",B
SunCity Hotel,"44 Karimu St, Lagos",6.510078,3.3601189,"lodging, point_of_interest, establishment",B
Americana Hotel,"2 Ibidun St, off Clegg Street, Lagos",6.507054,3.3600408,"lodging, point_of_interest, establishment",B
